rid,fid,lid_1,graph_1,ori_graph_1,lid_2,graph_2,ori_graph_2,cat_1,ori_cat_1,cat_2,ori_cat_2,ori_cple,type_cstr_1,cstr_1,ori_cstr_1,type_cstr_2,cstr_2,ori_cstr_2,complexite,ori_complexite,orientation,ori_orientation,semty_1,ori_semty_1,semty_2,ori_semty_2,sous_semty_1,sous_semty_2,ori_sous_semty_1,ori_sous_semty_2,semtyrss_1,semtyrss_2,ori_semtyrss_1,ori_semtyrss_2,rel_sem_n_1,rel_sem_n_2,ori_relsem,def_conc,ori_def_conc,def_abs,ori_def_abs,commentaires,phon_aff_1,phon_aff_2,phon_stem_1,phon_stem_2,similarity,generalization_1,generalization_2,sim_phon_1,sim_phon_2,comparison,variation_type,generalization_1_mod,generalization_2_mod,sim_phon_1_mod,sim_phon_2_mod,labels_1,labels_2,cstr_1_mod,cstr_2_mod,phon_aff_1_mod,phon_aff_2_mod,orientation_mod
r199461,f196358,l26254,Dieu,dimoc,l109280,ath?iste,dimoc,Nm,dimoc,Adj,nouveau,dimoc,,X,nouveau,pre-suf,aXiste,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,a.ist,dj?,te;te,"[0.0, 0.0]",X,Y,,,,suppletion,,,,,Nm:,Adj:,X,aXiste,,a.ist,
r193993,f174792,l260474,moi,dimoc,l383888,?go?sme,dimoc,Nm,nouveau,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,mwe|mwa|m?j,eg?;eg?,"[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",X,Y,,,,suppletion,,,,,Nm:,Nm:,X,Xisme,,.ism,
r218835,f174792,l260474,moi,dimoc,l383889,?go?ste,dimoc,Nm,nouveau,Adj,nouveau,dimoc,conv,X,nouveau,suf,Xiste,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ist,mwe|mwa|m?j,eg?;eg?,"[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",X,Y,,,,suppletion,,,,,Nm:,Adj:,X,Xiste,,.ist,
r115419,f186035,l279637,op?rant,derif,l229050,inop?rant,derif,Adj,derif,Adj,derif,derif,,X,nouveau,pre,inX,nouveau,simple,nouveau,as2des,derif,,,,,,,,,,,,,,,,,,,,,,i.,?pe?’;?pe?’t;?pe?’t;?pe?’,n?pe?’;n?pe?’t;n?pe?’t;n?pe?’,"[0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.9090909090909091, 0.8333333333333334, 0.9230769230769231, 0.9230769230769231, 0.8333333333333334, 0.8333333333333334, 0.9230769230769231, 0.9230769230769231, 0.8333333333333334, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.9090909090909091]",Xt,nX,?pe?’t,n?pe?’,+ n;  ?;  p;  e;  ?;  ’;- t,? neutraliser,X,X,?pe???t,?pe???t,Adj:,Adj:,X,inX,,i.,as2des
r195043,f153662,l293451,plaisir,dimoc,l223620,h?donisme,dimoc,Nm,dimoc,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,pl?zi?|plezi?;pl?zi?|plezi?,ed?n;ed?n,"[0.0, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0, 0.2]",X,Y,,,,suppletion,,,,,Nm:,Nm:,X,Xisme,,.ism,
r218886,f153662,l223621,h?doniste,dimoc,l293451,plaisir,dimoc,Adj,nouveau,Nm,dimoc,dimoc,suf,Xiste,nouveau,,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ist,,ed?n;ed?n,pl?zi?|plezi?;pl?zi?|plezi?,"[0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2]",X,Y,,,,suppletion,,,,,Adj:,Nm:,Xiste,X,.ist,,
r195042,f153662,l223620,h?donisme,dimoc,l293451,plaisir,dimoc,Nm,dimoc,Nm,dimoc,dimoc,suf,Xisme,nouveau,,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ism,,ed?n;ed?n,pl?zi?|plezi?;pl?zi?|plezi?,"[0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2]",X,Y,,,,suppletion,,,,,Nm:,Nm:,Xisme,X,.ism,,
r218888,f153662,l223623,h?doniste,dimoc,l293451,plaisir,dimoc,Nm,nouveau,Nm,dimoc,dimoc,suf,Xiste,nouveau,conv,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ist,,ed?n;ed?n,pl?zi?|plezi?;pl?zi?|plezi?,"[0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.2]",X,Y,,,,suppletion,,,,,Nm:,Nm:,Xiste,X,.ist,,
r218887,f153662,l293451,plaisir,dimoc,l223621,h?doniste,dimoc,Nm,dimoc,Adj,nouveau,dimoc,,X,nouveau,suf,Xiste,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ist,pl?zi?|plezi?;pl?zi?|plezi?,ed?n;ed?n,"[0.0, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0, 0.2]",X,Y,,,,suppletion,,,,,Nm:,Adj:,X,Xiste,,.ist,
r84920,f215397,l326465,r?gionaliste,denom,l326459,r?gion,denom,Adj,denom,Nf,denom,denom,suf,Xaliste,denom,,X,denom,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.alist,,?e?j?n;?e?j?n,?e?j??;?e?j??,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",Xn,X?,?e?j?n,?e?j??,  ?;  e;  ?;  j;  ?;- n;+ ?,l?gitime,Xn,X?,?e?j?n,?e?j??,Adj:,Nf:,Xaliste,X,.alist,,des2as
r204194,f215397,l326465,r?gionaliste,dimoc,l326459,r?gion,dimoc,Adj,nouveau,Nf,dimoc,dimoc,suf,Xaliste,nouveau,,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.alist,,?e?j?n;?e?j?n,?e?j??;?e?j??,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",Xn,X?,?e?j?n,?e?j??,  ?;  e;  ?;  j;  ?;- n;+ ?,l?gitime,Xn,X?,?e?j?n,?e?j??,Adj:,Nf:,Xaliste,X,.alist,,des2as
r195552,f215397,l326464,r?gionalisme,dimoc,l326459,r?gion,dimoc,Nm,dimoc,Nf,dimoc,dimoc,suf,Xalisme,nouveau,,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.alism,,?e?j?n;?e?j?n,?e?j??;?e?j??,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",Xn,X?,?e?j?n,?e?j??,  ?;  e;  ?;  j;  ?;- n;+ ?,l?gitime,Xn,X?,?e?j?n,?e?j??,Nm:,Nf:,Xalisme,X,.alism,,des2as
r188634,f215397,l326470,r?gionnaire,dimoc,l326459,r?gion,dimoc,Nm,dimoc,Nf,dimoc,dimoc,suf,Xaire,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??,,?e?ion,?e?j??;?e?j??,"[0.5, 0.5]",Xion,Xj??,?e?ion,?e?j??,  ?;  e;  ?;- i;- o;- n;+ j;+ ?;+ ?,l?gitime,Xion,Xj??,?e?ion,?e?j??,Nm:,Nf:,Xaire,X,.??,,des2as
r204196,f215397,l326467,r?gionaliste,dimoc,l326459,r?gion,dimoc,Nm,nouveau,Nf,dimoc,dimoc,suf,Xaliste,nouveau,,X,nouveau,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.alist,,?e?j?n;?e?j?n,?e?j??;?e?j??,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",Xn,X?,?e?j?n,?e?j??,  ?;  e;  ?;  j;  ?;- n;+ ?,l?gitime,Xn,X?,?e?j?n,?e?j??,Nm:,Nf:,Xaliste,X,.alist,,des2as
r195553,f215397,l326459,r?gion,dimoc,l326464,r?gionalisme,dimoc,Nf,dimoc,Nm,dimoc,dimoc,,X,nouveau,suf,Xalisme,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.alism,?e?j??;?e?j??,?e?j?n;?e?j?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,?e?j??,?e?j?n,  ?;  e;  ?;  j;  ?;- ?;+ n,l?gitime,X?,Xn,?e?j??,?e?j?n,Nf:,Nm:,X,Xalisme,,.alism,as2des
r84921,f215397,l326459,r?gion,denom,l326465,r?gionaliste,denom,Nf,denom,Adj,denom,denom,,X,denom,suf,Xaliste,denom,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.alist,?e?j??;?e?j??,?e?j?n;?e?j?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,?e?j??,?e?j?n,  ?;  e;  ?;  j;  ?;- ?;+ n,l?gitime,X?,Xn,?e?j??,?e?j?n,Nf:,Adj:,X,Xaliste,,.alist,as2des
r204195,f215397,l326459,r?gion,dimoc,l326465,r?gionaliste,dimoc,Nf,dimoc,Adj,nouveau,dimoc,,X,nouveau,suf,Xaliste,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.alist,?e?j??;?e?j??,?e?j?n;?e?j?n,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",X?,Xn,?e?j??,?e?j?n,  ?;  e;  ?;  j;  ?;- ?;+ n,l?gitime,X?,Xn,?e?j??,?e?j?n,Nf:,Adj:,X,Xaliste,,.alist,as2des
r115163,f88184,l188940,entendu,derif,l228107,inentendu,derif,Adj,derif,Adj,derif,derif,,X,nouveau,pre,inX,nouveau,simple,nouveau,as2des,derif,,,,,,,,,,,,,,,,,,,,,,i.,’t’dy;’t’dy;’t’dy;’t’dy,n’t’dy;n’t’dy;n’t’dy;n’t’dy,"[0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091]",X,nX,’t’dy,n’t’dy,+ n;  ’;  t;  ’;  d;  y,? neutraliser,X,X,??t??dy,??t??dy,Adj:,Adj:,X,inX,,i.,as2des
r112350,f130448,l184242,d?senrhumer,derif,l188665,enrhumer,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?yme;z’?ym?;z’?yma;z’?yme,’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?yme;’?ym?;’?yma;’?yme,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091]",zXe,X,z’?yme,’?ym,- z;  ’;  ?;  y;  m;- e,? neutraliser,X,X,???ym,???ym,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,dez.,,des2as
r112351,f130448,l188665,enrhumer,derif,l184242,d?senrhumer,derif,V,derif,V,derif,derif,,X,nouveau,pre,d?1X,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,de.,’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?ym;’?yme;’?ym?;’?yma;’?yme,z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?ym;z’?yme;z’?ym?;z’?yma;z’?yme,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091]",Xe,zX,’?yme,z’?ym,+ z;  ’;  ?;  y;  m;- e,? neutraliser,X,X,???yme,???yme,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,d?1X,,dez.,as2des
r115191,f135591,l192920,existant,derif,l228166,inexistant,derif,Adj,derif,Adj,derif,derif,,X,nouveau,pre,inX,nouveau,simple,nouveau,as2des,derif,,,,,,,,,,,,,,,,,,,,,,i.,?gzist’;?gzist’t;?gzist’t;?gzist’,n?gzist’;n?gzist’t;n?gzist’t;n?gzist’,"[0.9333333333333333, 0.875, 0.875, 0.9333333333333333, 0.875, 0.9411764705882353, 0.9411764705882353, 0.875, 0.875, 0.9411764705882353, 0.9411764705882353, 0.875, 0.9333333333333333, 0.875, 0.875, 0.9333333333333333]",Xt,nX,?gzist’t,n?gzist’,+ n;  ?;  g;  z;  i;  s;  t;  ’;- t,? neutraliser,X,X,?gzist??t,?gzist??t,Adj:,Adj:,X,inX,,i.,as2des
r114697,f87179,l108485,asserment?,derif,l226840,inasserment?,derif,Adj,derif,Adj,derif,derif,,X,nouveau,pre,inX,nouveau,simple,nouveau,as2des,derif,,,,,,,,,,,,,,,,,,,,,,i.,as??m’te;as??m’te;as??m’te;as??m’te,nas??m’te;nas??m’te;nas??m’te;nas??m’te,"[0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353]",X,nX,as??m’te,nas??m’te,+ n;  a;  s;  ?;  ?;  m;  ’;  t;  e,? neutraliser,X,X,as??m??te,as??m??te,Adj:,Adj:,X,inX,,i.,as2des
r114696,f87179,l226840,inasserment?,derif,l108485,asserment?,derif,Adj,derif,Adj,derif,derif,pre,inX,nouveau,,X,nouveau,simple,nouveau,des2as,derif,,,,,,,,,,,,,,,,,,,,,i.,,nas??m’te;nas??m’te;nas??m’te;nas??m’te,as??m’te;as??m’te;as??m’te;as??m’te,"[0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353]",nX,X,nas??m’te,as??m’te,- n;  a;  s;  ?;  ?;  m;  ’;  t;  e,? neutraliser,X,X,as??m??te,as??m??te,Adj:,Adj:,inX,X,i.,,des2as
r113815,f133598,l364621,turban,derif,l189588,enturbanner,derif,Nm,derif,V,derif,derif,,X,nouveau,pre,enX,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,’.,ty?b’;ty?b’,ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?bane;ty?ban?;ty?bana;ty?bane,"[0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",X’,Xan,ty?b’,ty?ban,  t;  y;  ?;  b;- ’;+ a;+ n,? neutraliser,X?,Xn,ty?b??,ty?ban,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,enX,,??.,as2des
r113814,f133598,l189588,enturbanner,derif,l364621,turban,derif,V,derif,Nm,derif,derif,pre,enX,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,’.,,ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?ban;ty?bane;ty?ban?;ty?bana;ty?bane,ty?b’;ty?b’,"[0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",Xan,X’,ty?ban,ty?b’,  t;  y;  ?;  b;+ ’;- a;- n,? neutraliser,Xn,X?,ty?ban,ty?b??,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,enX,X,??.,,des2as
r112124,f84357,l183877,d?sapeurer,derif,l103842,apeurer,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,zap??;zap??;zap??;zap??;zap??;zap??;zap??;zap??;zap??e;zap???;zap??a;zap??e,ap??;ap??;ap??;ap??;ap??;ap??;ap??;ap??;ap??e;ap???;ap??a;ap??e,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.7272727272727273, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091]",zXe,X,zap??e,ap??,- z;  a;  p;  ?;  ?;- e,? neutraliser,X,X,ap??,ap??,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,dez.,,des2as
